Timestamp,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,round_bar_x,round_bar_y,round_bar_z
1717790535224080570,-302.7627868652344,27.381210327148438,2055.208984375,-452.0623779296875,18.743873596191406,1024.1517333984375,-1668.4443359375,131.89735412597656,1818.7825927734375
1717790535224109152,-302.7627868652344,27.381210327148438,2055.208984375,-452.0623779296875,18.743873596191406,1024.1517333984375,-1668.4443359375,131.89735412597656,1818.7825927734375
1717790535224115230,-302.7627868652344,27.381210327148438,2055.208984375,-453.67230224609375,17.20435841878255,1024.4473470052083,-1668.4443359375,131.89735412597656,1818.7825927734375
1717790535224120624,-305.28016153971356,27.10259437561035,2055.579345703125,-455.2822265625,15.664843241373697,1024.7429606119792,-1668.4443359375,131.89735412597656,1818.7825927734375
1717790535234680477,-307.7975362141927,26.823978424072266,2055.94970703125,-456.89215087890625,14.125328063964844,1025.03857421875,-1668.4578857421875,131.8914031982422,1818.7984212239583
1717790535234686983,-310.3149108886719,26.54536247253418,2056.320068359375,-456.89215087890625,14.125328063964844,1025.03857421875,-1668.471435546875,131.8854522705078,1818.8142496744792
1717790535234692509,-310.3149108886719,26.54536247253418,2056.320068359375,-456.89215087890625,14.125328063964844,1025.03857421875,-1668.4849853515625,131.87950134277344,1818.830078125
1717790535234717401,-310.3149108886719,26.54536247253418,2056.320068359375,-456.89215087890625,14.125328063964844,1025.03857421875,-1668.4849853515625,131.87950134277344,1818.830078125
1717790535234723134,-310.3149108886719,26.54536247253418,2056.320068359375,-458.36777750651044,12.600563367207846,1025.3594563802083,-1668.4849853515625,131.87950134277344,1818.830078125
1717790535234728224,-312.86635335286456,26.192495346069336,2056.7079264322915,-459.84340413411456,11.075798670450846,1025.6803385416667,-1668.4849853515625,131.87950134277344,1818.830078125
1717790535243721550,-315.4177958170573,25.839628219604492,2057.0957845052085,-461.31903076171875,9.551033973693848,1026.001220703125,-1668.4901529947917,131.86697387695312,1818.8330078125
1717790535243732104,-317.96923828125,25.48676109313965,2057.483642578125,-461.31903076171875,9.551033973693848,1026.001220703125,-1668.4953206380208,131.8544464111328,1818.8359375
1717790535243737385,-317.96923828125,25.48676109313965,2057.483642578125,-461.31903076171875,9.551033973693848,1026.001220703125,-1668.50048828125,131.8419189453125,1818.8388671875
1717790535243764490,-317.96923828125,25.48676109313965,2057.483642578125,-461.31903076171875,9.551033973693848,1026.001220703125,-1668.50048828125,131.8419189453125,1818.8388671875
1717790535243770398,-317.96923828125,25.48676109313965,2057.483642578125,-462.77817789713544,8.072593688964844,1026.2727457682292,-1668.50048828125,131.8419189453125,1818.8388671875
1717790535243775728,-320.5964762369792,25.16598129272461,2057.8790690104165,-464.23732503255206,6.59415340423584,1026.5442708333333,-1668.50048828125,131.8419189453125,1818.8388671875
1717790535260879607,-323.2237141927083,24.84520149230957,2058.2744954427085,-465.69647216796875,5.115713119506836,1026.8157958984375,-1668.4972737630208,131.8343963623047,1818.8385416666667
1717790535260890653,-325.8509521484375,24.52442169189453,2058.669921875,-465.69647216796875,5.115713119506836,1026.8157958984375,-1668.4940592447917,131.82687377929688,1818.8382161458333
1717790535260896375,-325.8509521484375,24.52442169189453,2058.669921875,-465.69647216796875,5.115713119506836,1026.8157958984375,-1668.4908447265625,131.81935119628906,1818.837890625
1717790535260924672,-325.8509521484375,24.52442169189453,2058.669921875,-465.69647216796875,5.115713119506836,1026.8157958984375,-1668.4908447265625,131.81935119628906,1818.837890625
1717790535260931178,-325.8509521484375,24.52442169189453,2058.669921875,-467.0676981608073,3.5807708104451494,1027.0804850260417,-1668.4908447265625,131.81935119628906,1818.837890625
1717790535260936294,-328.5275065104167,24.225370407104492,2059.09619140625,-468.4389241536458,2.0458285013834634,1027.3451741536458,-1668.4908447265625,131.81935119628906,1818.837890625
1717790535264659537,-331.2040608723958,23.926319122314453,2059.5224609375,-469.8101501464844,0.5108861923217773,1027.60986328125,-1668.4855143229167,131.81864420572916,1818.8310953776042
1717790535264670568,-333.880615234375,23.627267837524414,2059.94873046875,-469.8101501464844,0.5108861923217773,1027.60986328125,-1668.4801839192708,131.81793721516928,1818.8243001302083
1717790535264676039,-333.880615234375,23.627267837524414,2059.94873046875,-469.8101501464844,0.5108861923217773,1027.60986328125,-1668.474853515625,131.81723022460938,1818.8175048828125
1717790535264704214,-333.880615234375,23.627267837524414,2059.94873046875,-469.8101501464844,0.5108861923217773,1027.60986328125,-1668.474853515625,131.81723022460938,1818.8175048828125
1717790535264710309,-333.880615234375,23.627267837524414,2059.94873046875,-471.1791585286458,-0.9499728679656982,1027.8807373046875,-1668.474853515625,131.81723022460938,1818.8175048828125
1717790535264715614,-336.6246744791667,23.237353642781574,2060.3793131510415,-472.5481669108073,-2.410831928253174,1028.151611328125,-1668.474853515625,131.81723022460938,1818.8175048828125
1717790535273477198,-339.3687337239583,22.847439448038738,2060.8098958333335,-473.91717529296875,-3.8716909885406494,1028.4224853515625,-1668.473388671875,131.8329111735026,1818.817626953125
1717790535273487384,-342.11279296875,22.4575252532959,2061.240478515625,-473.91717529296875,-3.8716909885406494,1028.4224853515625,-1668.471923828125,131.84859212239584,1818.8177490234375
1717790535273492922,-342.11279296875,22.4575252532959,2061.240478515625,-473.91717529296875,-3.8716909885406494,1028.4224853515625,-1668.470458984375,131.86427307128906,1818.81787109375
1717790535273520575,-342.11279296875,22.4575252532959,2061.240478515625,-473.91717529296875,-3.8716909885406494,1028.4224853515625,-1668.470458984375,131.86427307128906,1818.81787109375
1717790535273526571,-342.11279296875,22.4575252532959,2061.240478515625,-474.86875915527344,-5.005725562572479,1028.6177062988281,-1668.470458984375,131.86427307128906,1818.81787109375
1717790535273531822,-346.26702880859375,21.91914653778076,2061.8455810546875,-475.8203430175781,-6.139760136604309,1028.8129272460938,-1668.470458984375,131.86427307128906,1818.81787109375
1717790535283349592,-350.4212646484375,21.380767822265625,2062.45068359375,-476.7719268798828,-7.273794710636139,1029.0081481933594,-1668.4682006835938,131.86550521850586,1818.8158264160156
1717790535283392273,-350.4212646484375,21.380767822265625,2062.45068359375,-477.7235107421875,-8.407829284667969,1029.203369140625,-1668.4659423828125,131.86673736572266,1818.8137817382812
